len(N),E,ns
18,2,70.0
18,3,69.9
18,4,69.8
18,5,70.0
18,6,72.1
18,7,70.0
18,8,70.5
18,9,71.7
18,10,69.9
18,11,73.2
18,12,71.9
18,13,71.6
18,14,70.0
18,15,71.8
18,16,71.5
18,17,69.9
18,18,72.7
18,19,71.5
18,20,71.2
18,21,72.7
18,22,71.5
