len(N),E,ns
8,-9,58.6
8,-8,57.2
8,-7,62.8
8,-6,66.9
8,-5,68.0
8,-4,66.9
8,-3,71.1
8,-2,69.7
8,-1,71.5
8,0,21.5
8,1,23.0
8,2,25.1
8,3,27.0
8,4,30.5
8,5,31.5
8,6,34.5
8,7,38.4
8,8,43.0
8,9,55.8
8,10,56.2
8,11,58.6
8,12,68.0
8,13,64.2
8,14,61.4
8,15,60.0
8,16,61.4
8,17,60.0
8,18,60.0
8,19,62.8
8,20,60.0
8,21,58.6
8,22,61.4
9,-22,61.4
9,-21,60.0
9,-20,58.6
9,-19,60.0
9,-18,59.4
9,-17,61.4
9,-16,61.4
9,-15,60.0
9,-14,57.2
9,-13,60.0
9,-12,58.6
9,-11,56.2
9,-10,60.0
9,-9,58.6
9,-8,64.5
9,-7,68.0
9,-6,66.9
9,-5,68.3
9,-4,69.7
9,-3,69.7
9,-2,71.5
9,-1,69.7
9,0,23.4
9,1,24.5
9,2,27.3
9,3,29.5
9,4,30.7
9,5,34.5
9,6,37.7
9,7,42.4
9,8,56.2
9,9,57.2
9,10,60.0
9,11,65.6
9,12,62.8
9,13,61.4
9,14,60.0
9,15,62.8
9,16,61.4
9,17,60.9
9,18,62.8
9,19,60.9
9,20,60.0
9,21,62.8
9,22,61.4
10,-22,62.8
10,-21,62.8
10,-20,62.8
10,-19,61.4
10,-18,65.6
10,-17,64.2
10,-16,62.8
10,-15,61.4
10,-14,61.4
10,-13,61.4
10,-12,61.0
10,-11,61.4
10,-10,61.4
10,-9,68.0
10,-8,68.3
10,-7,69.7
10,-6,69.7
10,-5,71.5
10,-4,71.5
10,-3,71.5
10,-2,68.0
10,-1,69.7
10,0,29.2
10,1,31.4
10,2,33.5
10,3,36.1
10,4,38.4
10,5,42.4
10,6,47.6
10,7,61.4
10,8,62.8
10,9,69.7
10,10,65.6
10,11,62.8
10,12,64.2
10,13,62.8
10,14,64.2
10,15,62.8
10,16,64.0
10,17,64.2
10,18,64.5
10,19,64.2
10,20,64.5
10,21,64.2
10,22,64.2
11,-22,60.0
11,-21,62.8
11,-20,61.4
11,-19,64.2
11,-18,64.2
11,-17,62.8
11,-16,58.6
11,-15,61.4
11,-14,60.0
11,-13,58.6
11,-12,61.4
11,-11,60.0
11,-10,66.9
11,-9,69.7
11,-8,68.0
11,-7,68.0
11,-6,71.5
11,-5,72.5
11,-4,70.8
11,-3,68.3
11,-2,68.3
11,-1,69.7
11,0,24.1
11,1,26.1
11,2,27.8
11,3,31.5
11,4,33.0
11,5,39.9
11,6,57.8
11,7,61.4
11,8,69.0
11,9,61.4
11,10,62.8
11,11,71.5
11,12,62.8
11,13,64.2
11,14,62.8
11,15,62.8
11,16,64.2
11,17,62.8
11,18,62.8
11,19,65.6
11,20,62.8
11,21,62.8
11,22,65.6
12,-22,61.4
12,-21,60.0
12,-20,62.8
12,-19,62.8
12,-18,61.4
12,-17,57.8
12,-16,60.0
12,-15,57.2
12,-14,57.2
12,-13,60.0
12,-12,58.6
12,-11,65.6
12,-10,67.0
12,-9,68.0
12,-8,68.0
12,-7,71.1
12,-6,69.7
12,-5,69.7
12,-4,68.0
12,-3,66.9
12,-2,68.3
12,-1,71.5
12,0,24.5
12,1,26.7
12,2,28.9
12,3,30.7
12,4,37.7
12,5,57.2
12,6,66.3
12,7,68.3
12,8,60.0
12,9,61.4
12,10,62.8
12,11,61.4
12,12,62.8
12,13,62.8
12,14,61.4
12,15,62.8
12,16,62.8
12,17,61.4
12,18,64.2
12,19,62.8
12,20,61.4
12,21,64.2
12,22,62.8
13,-22,61.4
13,-21,64.2
13,-20,62.8
13,-19,61.4
13,-18,58.6
13,-17,61.4
13,-16,59.4
13,-15,58.6
13,-14,61.4
13,-13,60.0
13,-12,64.5
13,-11,68.0
13,-10,68.0
13,-9,68.3
13,-8,72.5
13,-7,69.7
13,-6,69.7
13,-5,69.7
13,-4,68.3
13,-3,68.0
13,-2,72.5
13,-1,73.2
13,0,26.1
13,1,28.2
13,2,31.4
13,3,37.7
13,4,61.4
13,5,69.7
13,6,71.5
13,7,62.8
13,8,62.8
13,9,62.8
13,10,61.4
13,11,64.2
13,12,62.8
13,13,61.4
13,14,64.2
13,15,62.8
13,16,61.4
13,17,64.5
13,18,62.8
13,19,61.4
13,20,64.5
13,21,62.8
13,22,61.4
14,-22,61.4
14,-21,61.4
14,-20,60.0
14,-19,57.2
14,-18,58.6
14,-17,57.2
14,-16,57.2
14,-15,58.6
14,-14,58.6
14,-13,64.2
14,-12,66.3
14,-11,65.6
14,-10,66.9
14,-9,69.7
14,-8,68.0
14,-7,68.0
14,-6,66.2
14,-5,66.9
14,-4,66.9
14,-3,71.5
14,-2,70.3
14,-1,71.5
14,0,26.1
14,1,28.5
14,2,35.3
14,3,66.3
14,4,69.7
14,5,71.5
14,6,61.4
14,7,61.4
14,8,61.4
14,9,60.0
14,10,62.8
14,11,61.4
14,12,60.9
14,13,62.8
14,14,61.4
14,15,60.0
14,16,62.8
14,17,61.4
14,18,60.0
14,19,62.8
14,20,61.4
14,21,61.4
14,22,62.8
15,-22,64.5
15,-21,64.2
15,-20,61.4
15,-19,62.8
15,-18,61.4
15,-17,61.4
15,-16,62.8
15,-15,61.0
15,-14,66.9
15,-13,71.5
15,-12,68.0
15,-11,68.0
15,-10,71.5
15,-9,71.5
15,-8,73.2
15,-7,69.7
15,-6,69.7
15,-5,69.7
15,-4,72.5
15,-3,72.5
15,-2,71.5
15,-1,75.0
15,0,27.8
15,1,35.3
15,2,69.7
15,3,71.1
15,4,71.5
15,5,62.8
15,6,62.8
15,7,64.2
15,8,64.2
15,9,65.6
15,10,64.2
15,11,64.2
15,12,64.5
15,13,64.5
15,14,64.2
15,15,65.6
15,16,64.2
15,17,64.2
15,18,66.2
15,19,64.2
15,20,64.2
15,21,66.9
15,22,65.6
16,-22,62.8
16,-21,61.4
16,-20,71.5
16,-19,61.4
16,-18,61.4
16,-17,62.8
16,-16,61.4
16,-15,66.3
16,-14,71.5
16,-13,69.7
16,-12,69.7
16,-11,75.0
