len(N),E,ns
4,-22,40.6
4,-21,39.0
4,-20,45.0
4,-19,33.8
4,-18,36.1
4,-17,37.5
4,-16,43.9
4,-15,32.8
4,-14,36.0
4,-13,39.3
4,-12,44.6
4,-11,32.4
4,-10,39.1
4,-9,43.9
4,-8,43.0
4,-7,27.8
4,-6,32.2
4,-5,34.5
4,-4,43.3
4,-3,36.1
4,-2,36.7
4,-1,42.9
4,0,40.1
4,1,30.1
4,2,32.2
4,3,36.8
4,4,43.0
4,5,29.8
4,6,33.8
4,7,37.2
4,8,43.3
4,9,28.5
4,10,30.7
4,11,33.8
4,12,38.4
4,13,27.0
4,14,30.7
4,15,33.8
4,16,39.2
4,17,27.0
4,18,42.0
4,19,37.7
4,20,43.0
4,21,29.2
4,22,33.7
5,-22,33.7
5,-21,43.3
5,-20,27.6
5,-19,30.7
5,-18,33.7
5,-17,39.9
5,-16,27.6
5,-15,31.1
5,-14,33.8
5,-13,39.9
5,-12,27.6
5,-11,30.7
5,-10,32.1
5,-9,40.8
5,-8,26.1
5,-7,29.2
5,-6,35.3
5,-5,39.2
5,-4,29.3
5,-3,34.5
5,-2,38.1
5,-1,43.4
5,0,25.7
5,1,29.2
5,2,32.2
5,3,40.1
5,4,25.7
5,5,28.5
5,6,32.2
5,7,40.8
5,8,25.5
5,9,28.5
5,10,32.1
5,11,38.5
5,12,25.5
5,13,29.1
5,14,32.1
5,15,39.2
5,16,33.8
5,17,36.8
5,18,34.5
5,19,43.0
5,20,27.6
5,21,30.7
5,22,33.7
6,-22,41.0
6,-21,32.2
6,-20,28.2
6,-19,30.7
6,-18,40.8
6,-17,32.1
6,-16,27.6
6,-15,31.5
6,-14,39.2
6,-13,35.3
6,-12,27.0
6,-11,28.5
6,-10,39.2
6,-9,30.5
6,-8,25.7
6,-7,28.9
6,-6,38.4
6,-5,33.8
6,-4,30.5
6,-3,33.5
6,-2,43.9
6,-1,39.2
6,0,25.7
6,1,29.2
6,2,38.4
6,3,30.0
6,4,26.1
6,5,31.5
6,6,39.0
6,7,30.0
6,8,26.1
6,9,29.1
6,10,38.5
6,11,30.0
6,12,25.7
6,13,29.1
6,14,36.8
6,15,39.9
6,16,30.0
6,17,31.4
6,18,41.0
6,19,31.5
6,20,27.0
6,21,30.7
6,22,39.9
7,-22,34.5
7,-21,34.5
7,-20,29.8
7,-19,40.8
7,-18,34.5
7,-17,34.5
7,-16,29.2
7,-15,38.5
7,-14,34.5
7,-13,34.5
7,-12,37.7
7,-11,39.2
7,-10,32.2
7,-9,32.2
7,-8,27.9
7,-7,39.2
7,-6,36.0
7,-5,36.6
7,-4,32.9
7,-3,43.5
7,-2,40.0
7,-1,41.0
7,0,27.8
7,1,38.4
7,2,31.4
7,3,33.0
7,4,28.2
7,5,39.0
7,6,31.5
7,7,33.0
7,8,28.2
7,9,37.5
7,10,31.5
7,11,33.8
7,12,28.2
7,13,39.2
7,14,37.5
7,15,36.1
7,16,30.5
7,17,41.4
7,18,33.8
7,19,34.5
7,20,30.5
7,21,40.8
7,22,33.8
8,-22,34.5
8,-21,34.5
8,-20,40.1
8,-19,33.8
8,-18,34.5
8,-17,34.5
8,-16,36.8
8,-15,33.7
8,-14,33.8
8,-13,32.2
8,-12,37.7
8,-11,32.1
8,-10,31.4
8,-9,32.2
8,-8,38.5
8,-7,36.0
8,-6,36.0
8,-5,37.5
8,-4,43.0
8,-3,39.5
8,-2,41.4
8,-1,42.6
8,0,36.2
8,1,30.7
8,2,32.1
8,3,32.1
8,4,38.5
8,5,30.7
8,6,32.2
8,7,32.2
8,8,37.7
8,9,31.4
8,10,32.2
8,11,32.2
8,12,46.5
8,13,34.5
8,14,34.5
8,15,35.3
8,16,40.8
8,17,33.0
8,18,33.7
8,19,34.5
8,20,40.8
8,21,33.8
8,22,33.8
9,-22,36.1
9,-21,45.5
9,-20,36.1
9,-19,36.9
9,-18,36.0
9,-17,41.4
9,-16,35.3
9,-15,36.1
9,-14,34.5
9,-13,42.4
9,-12,33.0
9,-11,33.0
9,-10,34.5
9,-9,43.9
9,-8,36.6
9,-7,39.2
9,-6,39.9
9,-5,48.8
9,-4,40.5
9,-3,41.5
9,-2,41.1
9,-1,45.0
9,0,33.8
9,1,33.8
9,2,33.8
9,3,43.5
9,4,34.2
9,5,33.8
9,6,33.8
9,7,43.0
9,8,33.8
9,9,33.8
9,10,35.3
9,11,48.8
9,12,35.3
9,13,36.0
9,14,35.3
9,15,44.3
9,16,35.3
9,17,35.3
9,18,35.3
9,19,45.5
9,20,34.5
9,21,35.3
9,22,35.3
10,-22,46.5
10,-21,46.0
10,-20,43.0
10,-19,43.3
10,-18,47.6
10,-17,46.0
10,-16,42.4
10,-15,39.9
10,-14,46.0
10,-13,43.3
10,-12,39.9
10,-11,39.9
10,-10,45.5
10,-9,47.4
10,-8,44.5
10,-7,47.1
10,-6,50.0
10,-5,51.5
10,-4,48.4
10,-3,50.0
10,-2,50.2
10,-1,48.4
10,0,39.9
10,1,39.9
10,2,45.5
10,3,43.0
10,4,40.8
10,5,40.8
10,6,43.9
10,7,43.0
10,8,39.9
10,9,47.6
10,10,50.0
10,11,43.3
10,12,42.4
10,13,43.0
10,14,47.4
10,15,46.0
10,16,42.4
10,17,42.4
10,18,47.4
10,19,46.0
10,20,42.4
10,21,43.3
10,22,46.0
11,-22,41.4
11,-21,41.4
11,-20,38.4
11,-19,45.5
11,-18,41.4
11,-17,41.4
11,-16,36.0
11,-15,47.1
11,-14,39.9
11,-13,39.9
11,-12,36.9
11,-11,47.6
11,-10,43.3
11,-9,43.9
11,-8,43.3
11,-7,51.6
11,-6,47.1
11,-5,48.4
11,-4,44.6
11,-3,48.6
11,-2,44.5
11,-1,45.0
11,0,36.0
11,1,47.4
11,2,39.9
11,3,39.9
11,4,36.1
11,5,46.0
11,6,39.0
11,7,39.9
11,8,43.9
11,9,45.5
11,10,39.9
11,11,40.8
11,12,37.7
11,13,48.6
11,14,48.4
11,15,40.5
11,16,37.7
11,17,49.5
11,18,41.4
11,19,40.8
11,20,37.7
11,21,43.0
11,22,41.7
12,-22,42.0
12,-21,42.4
12,-20,43.5
12,-19,41.4
12,-18,41.4
12,-17,39.9
12,-16,47.4
12,-15,39.9
12,-14,40.1
12,-13,39.9
12,-12,47.6
12,-11,43.5
12,-10,44.5
12,-9,44.5
12,-8,50.2
12,-7,46.0
12,-6,46.0
12,-5,47.6
12,-4,48.4
12,-3,44.9
12,-2,44.6
12,-1,48.1
12,0,46.0
12,1,39.2
12,2,39.9
12,3,40.1
12,4,45.0
12,5,39.0
12,6,45.5
12,7,44.5
12,8,43.0
12,9,39.2
12,10,42.4
12,11,42.0
12,12,48.6
12,13,41.4
12,14,42.4
12,15,41.4
12,16,48.8
12,17,41.7
12,18,42.4
12,19,42.0
12,20,44.6
12,21,41.4
12,22,42.4
13,-22,43.0
13,-21,48.4
13,-20,43.0
13,-19,42.0
13,-18,40.5
13,-17,48.4
13,-16,40.8
13,-15,41.4
13,-14,40.8
13,-13,50.0
13,-12,43.0
13,-11,45.0
13,-10,46.5
13,-9,53.0
13,-8,47.4
13,-7,48.8
13,-6,48.6
13,-5,51.5
13,-4,44.6
13,-3,47.1
13,-2,48.8
13,-1,57.8
13,0,40.8
13,1,42.4
13,2,41.7
13,3,50.0
13,4,40.8
13,5,48.8
13,6,43.0
13,7,47.6
13,8,40.8
13,9,42.4
13,10,42.4
13,11,51.5
13,12,42.4
13,13,42.0
13,14,42.0
13,15,51.6
13,16,42.4
13,17,42.0
13,18,42.4
13,19,46.0
13,20,41.4
13,21,42.0
13,22,42.4
14,-22,48.6
14,-21,45.5
14,-20,42.4
14,-19,40.8
14,-18,48.4
14,-17,43.5
14,-16,39.9
14,-15,40.8
14,-14,50.2
14,-13,46.5
14,-12,45.5
14,-11,46.0
14,-10,54.4
14,-9,51.6
14,-8,47.6
14,-7,50.0
14,-6,51.6
14,-5,50.0
14,-4,45.4
14,-3,48.4
14,-2,57.2
14,-1,51.6
14,0,40.5
14,1,40.5
14,2,48.8
14,3,46.0
14,4,45.5
14,5,42.4
14,6,47.1
14,7,43.9
14,8,42.4
14,9,42.0
14,10,60.0
14,11,45.5
14,12,42.0
14,13,42.4
14,14,51.6
14,15,45.9
14,16,42.0
14,17,42.4
14,18,47.6
14,19,45.5
14,20,42.4
14,21,42.0
14,22,50.0
15,-22,47.6
15,-21,47.4
15,-20,42.4
15,-19,51.6
15,-18,45.5
15,-17,46.0
15,-16,42.4
15,-15,53.1
15,-14,48.6
15,-13,50.6
15,-12,47.4
15,-11,55.8
15,-10,51.6
15,-9,51.6
15,-8,51.6
15,-7,53.0
15,-6,50.2
15,-5,48.8
15,-4,48.8
15,-3,58.6
15,-2,53.1
15,-1,53.0
15,0,42.4
15,1,50.0
15,2,50.0
15,3,47.1
15,4,42.4
15,5,47.6
15,6,44.5
15,7,47.5
15,8,44.9
15,9,53.0
15,10,47.1
15,11,47.1
15,12,44.4
15,13,54.4
15,14,47.4
15,15,47.6
15,16,43.9
15,17,48.8
15,18,47.6
15,19,46.5
15,20,43.9
15,21,51.6
15,22,47.6
16,-22,46.5
16,-21,48.8
16,-20,51.5
16,-19,44.5
16,-18,46.0
16,-17,46.5
16,-16,51.6
16,-15,48.8
16,-14,50.2
16,-13,51.6
16,-12,55.8
16,-11,51.6
16,-10,53.1
16,-9,54.7
16,-8,53.0
16,-7,50.0
16,-6,51.6
16,-5,53.0
16,-4,58.6
16,-3,54.4
16,-2,55.8
16,-1,54.7
16,0,51.5
16,1,48.6
16,2,46.0
16,3,45.5
16,4,47.4
16,5,44.5
16,6,48.6
16,7,48.6
16,8,53.0
16,9,48.6
16,10,47.6
16,11,48.6
16,12,53.0
16,13,48.6
16,14,48.6
16,15,47.4
16,16,48.4
16,17,48.4
16,18,47.6
16,19,47.4
16,20,51.5
16,21,48.4
16,22,47.4
17,-22,51.6
17,-21,54.4
17,-20,50.2
17,-19,51.6
17,-18,51.6
17,-17,53.0
17,-16,54.4
17,-15,55.8
17,-14,57.2
17,-13,58.6
17,-12,58.6
17,-11,58.6
17,-10,60.0
17,-9,60.0
17,-8,56.7
17,-7,57.2
17,-6,57.2
17,-5,61.4
17,-4,58.6
17,-3,60.0
17,-2,61.4
17,-1,53.0
17,0,53.1
17,1,51.5
17,2,50.0
17,3,57.2
17,4,50.0
17,5,53.0
17,6,53.0
17,7,57.2
17,8,53.1
17,9,53.1
17,10,53.1
17,11,54.4
17,12,53.1
17,13,53.1
17,14,53.0
17,15,57.2
17,16,53.0
17,17,53.1
17,18,53.0
17,19,57.8
17,20,53.0
17,21,53.0
17,22,53.1
18,-22,56.2
18,-21,50.0
18,-20,51.5
18,-19,51.6
18,-18,53.1
18,-17,54.7
18,-16,56.2
18,-15,55.8
18,-14,60.0
18,-13,60.0
18,-12,60.0
18,-11,60.0
18,-10,58.6
18,-9,56.2
18,-8,55.8
18,-7,58.6
18,-6,61.0
18,-5,59.4
18,-4,60.0
18,-3,60.0
18,-2,53.0
18,-1,53.0
18,0,51.5
18,1,50.0
18,2,56.2
18,3,50.2
18,4,53.1
18,5,53.0
18,6,56.2
18,7,53.1
18,8,53.1
18,9,53.1
18,10,54.7
18,11,53.1
18,12,53.1
18,13,53.0
18,14,57.2
18,15,53.0
18,16,53.1
18,17,53.1
18,18,57.2
18,19,53.0
18,20,53.0
18,21,53.1
18,22,55.8
