len(N),E,ns
 12, 19    ,  25.5
 12, 20    ,  23.1
 13,-20    ,  25.7
 13,-19    ,  24.5
 13,-18    ,  23.0
 13,-17    ,  24.4
 13,-16    ,  24.5
 13,-15    ,  22.9
 13,-14    ,  24.3
 13,-13    ,  24.6
 13,-12    ,  23.5
 13,-11    ,  25.1
 13,-10    ,  26.0
 13, -9    ,  23.3
 13, -8    ,  24.9
 13, -7    ,  25.4
 13, -6    ,  23.2
 13, -5    ,  24.7
 13, -4    ,  25.4
 13, -3    ,  23.0
 13, -2    ,  24.9
 13, -1    ,  25.5
 13,  0    ,  10.9
 13,  1    ,  11.3
 13,  2    ,  11.2
 13,  3    ,  12.7
 13,  4    ,  24.0
 13,  5    ,  26.1
 13,  6    ,  25.4
 13,  7    ,  24.5
 13,  8    ,  25.8
 13,  9    ,  25.5
 13, 10    ,  24.3
 13, 11    ,  25.7
 13, 12    ,  25.5
 13, 13    ,  24.2
 13, 14    ,  25.5
 13, 15    ,  25.7
 13, 16    ,  23.9
 13, 17    ,  25.4
 13, 18    ,  25.8
 13, 19    ,  23.8
 13, 20    ,  25.3
 14,-20    ,  24.6
 14,-19    ,  23.0
 14,-18    ,  24.7
 14,-17    ,  24.5
 14,-16    ,  22.8
 14,-15    ,  24.2
 14,-14    ,  24.5
 14,-13    ,  23.6
 14,-12    ,  25.0
 14,-11    ,  25.3
 14,-10    ,  23.5
 14, -9    ,  25.1
 14, -8    ,  25.4
 14, -7    ,  23.2
 14, -6    ,  24.7
 14, -5    ,  25.4
 14, -4    ,  22.9
 14, -3    ,  24.6
 14, -2    ,  25.5
 14, -1    ,  22.7
 14,  0    ,  10.8
 14,  1    ,  11.2
 14,  2    ,  12.7
 14,  3    ,  24.1
 14,  4    ,  26.0
 14,  5    ,  25.3
 14,  6    ,  24.5
 14,  7    ,  25.8
 14,  8    ,  25.4
 14,  9    ,  24.8
 14, 10    ,  25.7
 14, 11    ,  25.6
 14, 12    ,  24.2
 14, 13    ,  25.6
 14, 14    ,  25.7
 14, 15    ,  23.9
 14, 16    ,  25.4
 14, 17    ,  25.8
 14, 18    ,  23.8
 14, 19    ,  25.4
 14, 20    ,  25.8
 15,-20    ,  22.9
 15,-19    ,  24.4
 15,-18    ,  24.4
 15,-17    ,  22.8
 15,-16    ,  24.3
 15,-15    ,  24.6
 15,-14    ,  23.5
 15,-13    ,  25.0
 15,-12    ,  25.4
 15,-11    ,  23.5
 15,-10    ,  24.9
 15, -9    ,  25.4
 15, -8    ,  23.2
 15, -7    ,  24.8
 15, -6    ,  25.4
 15, -5    ,  22.9
 15, -4    ,  24.7
 15, -3    ,  25.4
 15, -2    ,  22.8
 15, -1    ,  24.4
 15,  0    ,  11.1
 15,  1    ,  12.8
 15,  2    ,  24.0
 15,  3    ,  26.0
 15,  4    ,  25.4
 15,  5    ,  24.5
 15,  6    ,  25.8
 15,  7    ,  25.5
 15,  8    ,  24.3
 15,  9    ,  25.7
 15, 10    ,  25.6
 15, 11    ,  24.2
 15, 12    ,  25.5
 15, 13    ,  25.7
 15, 14    ,  24.0
 15, 15    ,  25.4
 15, 16    ,  25.7
 15, 17    ,  23.8
 15, 18    ,  25.3
 15, 19    ,  25.8
 15, 20    ,  23.7
 16,-20    ,  26.0
 16,-19    ,  25.5
 16,-18    ,  23.5
 16,-17    ,  25.8
 16,-16    ,  25.7
 16,-15    ,  24.0
 16,-14    ,  26.4
 16,-13    ,  26.4
 16,-12    ,  23.7
 16,-11    ,  26.2
 16,-10    ,  26.7
 16, -9    ,  23.5
 16, -8    ,  25.9
 16, -7    ,  26.8
 16, -6    ,  23.2
 16, -5    ,  25.7
 16, -4    ,  26.9
 16, -3    ,  22.9
 16, -2    ,  25.3
 16, -1    ,  26.6
 16,  0    ,  13.1
 16,  1    ,  24.8
 16,  2    ,  27.7
 16,  3    ,  26.7
 16,  4    ,  25.5
 16,  5    ,  27.6
 16,  6    ,  26.8
 16,  7    ,  25.2
 16,  8    ,  27.6
 16,  9    ,  26.9
 16, 10    ,  25.0
 16, 11    ,  27.4
 16, 12    ,  27.0
 16, 13    ,  24.7
 16, 14    ,  27.3
 16, 15    ,  27.1
 16, 16    ,  24.5
 16, 17    ,  27.0
 16, 18    ,  27.4
 16, 19    ,  24.3
 16, 20    ,  26.7
 17,-20    ,  26.7
 17,-19    ,  27.3
 17,-18    ,  28.0
 17,-17    ,  26.7
 17,-16    ,  27.7
 17,-15    ,  28.8
 17,-14    ,  27.6
 17,-13    ,  27.4
 17,-12    ,  28.7
 17,-11    ,  27.7
 17,-10    ,  27.1
 17, -9    ,  28.6
 17, -8    ,  28.0
 17, -7    ,  26.8
 17, -6    ,  28.6
 17, -5    ,  28.3
 17, -4    ,  26.4
 17, -3    ,  28.5
 17, -2    ,  27.2
 17, -1    ,  17.3
 17,  0    ,  27.4
 17,  1    ,  29.2
 17,  2    ,  28.2
 17,  3    ,  29.2
 17,  4    ,  29.3
 17,  5    ,  28.2
 17,  6    ,  28.9
 17,  7    ,  29.4
 17,  8    ,  28.1
 17,  9    ,  28.7
 17, 10    ,  29.5
 17, 11    ,  28.0
 17, 12    ,  28.5
 17, 13    ,  29.4
 17, 14    ,  28.2
 17, 15    ,  28.3
 17, 16    ,  29.9
 17, 17    ,  28.4
 17, 18    ,  28.0
 17, 19    ,  29.3
 17, 20    ,  28.7
 18,-20    ,  27.3
 18,-19    ,  28.1
 18,-18    ,  26.6
 18,-17    ,  27.6
 18,-16    ,  28.8
 18,-15    ,  27.6
 18,-14    ,  27.4
 18,-13    ,  28.8
 18,-12    ,  27.8
 18,-11    ,  27.0
 18,-10    ,  28.8
 18, -9    ,  28.1
 18, -8    ,  26.6
 18, -7    ,  28.7
 18, -6    ,  28.3
 18, -5    ,  26.3
 18, -4    ,  28.5
 18, -3    ,  27.2
 18, -2    ,  17.3
 18, -1    ,  28.0
 18,  0    ,  29.4
 18,  1    ,  28.2
 18,  2    ,  29.1
 18,  3    ,  29.5
 18,  4    ,  28.2
 18,  5    ,  29.0
 18,  6    ,  29.5
 18,  7    ,  28.1
 18,  8    ,  28.7
 18,  9    ,  29.5
 18, 10    ,  28.0
 18, 11    ,  28.5
 18, 12    ,  29.5
 18, 13    ,  28.2
 18, 14    ,  28.1
 18, 15    ,  29.5
 18, 16    ,  28.5
 18, 17    ,  27.8
 18, 18    ,  29.4
 18, 19    ,  28.7
 18, 20    ,  27.4
