len(N),E,ns
14,-16,88.3
14,-15,86.2
14,-14,83.9
14,-13,86.3
14,-12,84.8
14,-11,81.5
14,-10,79.4
14,-9,89.8
14,-8,92.9
14,-7,90.4
14,-6,87.6
14,-5,87.1
14,-4,84.6
14,-3,80.0
14,-2,79.1
14,-1,95.3
14,0,34.2
14,1,35.3
14,2,42.5
14,3,237
14,4,269
14,5,121
14,6,82.8
14,7,88.0
14,8,91.1
14,9,87.9
14,10,85.4
14,11,83.5
14,12,80.1
14,13,77.8
14,14,74.6
14,15,83.0
14,16,89.8
14,17,87.4
14,18,85.1
14,19,82.4
14,20,80.3
14,21,77.8
14,22,76.1
15,-22,86.7
15,-21,83.1
15,-20,80.1
15,-19,77.4
15,-18,91.8
15,-17,91.4
15,-16,89.7
15,-15,87.0
15,-14,89.2
15,-13,89.2
15,-12,85.3
15,-11,83.0
15,-10,94.0
15,-9,99.0
15,-8,95.8
15,-7,92.5
15,-6,90.9
15,-5,88.0
15,-4,85.4
15,-3,81.6
15,-2,97.5
15,-1,97.4
15,0,35.2
15,1,41.6
15,2,377
15,3,203
15,4,104
15,5,80.9
15,6,91.3
15,7,94.6
15,8,91.4
15,9,88.7
15,10,86.5
15,11,83.7
15,12,82.5
15,13,79.0
15,14,83.5
15,15,94.1
15,16,91.8
15,17,88.4
15,18,86.2
15,19,83.9
15,20,80.9
15,21,79.5
15,22,94.1
16,-22,88.6
16,-21,85.3
16,-20,83.4
16,-19,96.4
16,-18,98.5
16,-17,96.4
16,-16,91.9
16,-15,95.9
16,-14,93.0
16,-13,90.0
16,-12,87.2
16,-11,98.0
16,-10,101
16,-9,99.8
16,-8,97.9
16,-7,94.6
16,-6,92.5
16,-5,89.8
16,-4,88.2
16,-3,104
16,-2,129
16,-1,299
16,0,41.3
16,1,327
16,2,141
16,3,97.3
16,4,85.7
16,5,96.0
16,6,99.0
16,7,98.2
16,8,93.9
16,9,91.0
16,10,90.6
16,11,87.2
16,12,84.3
16,13,86.9
16,14,99.8
16,15,97.6
16,16,94.0
16,17,92.6
16,18,88.3
16,19,86.3
16,20,84.2
16,21,97.8
16,22,98.0
17,-22,94.0
17,-21,92.3
17,-20,103
17,-19,108
17,-18,106
17,-17,100
17,-16,109
17,-15,102
17,-14,97.7
17,-13,94.6
17,-12,108
17,-11,110
17,-10,108
17,-9,108
17,-8,103
17,-7,99.2
17,-6,103
17,-5,95.4
17,-4,117
17,-3,146
17,-2,254
17,-1,124
17,0,397
17,1,135
17,2,100.0
17,3,96.8
17,4,104
17,5,106
17,6,107
17,7,104
17,8,98.3
17,9,102
17,10,97.5
17,11,91.5
17,12,101
17,13,108
17,14,104
17,15,103
17,16,101
17,17,95.5
17,18,94.7
17,19,92.8
17,20,102
17,21,108
17,22,109
18,-22,91.0
18,-21,101
18,-20,109
18,-19,104
18,-18,99.0
18,-17,105
18,-16,104
18,-15,95.7
18,-14,98.2
18,-13,111
18,-12,110
18,-11,111
18,-10,108
18,-9,102
18,-8,102
18,-7,98.7
18,-6,94.8
18,-5,108
18,-4,143
18,-3,255
18,-2,128
18,-1,381
18,0,149
18,1,98.3
18,2,95.8
18,3,106
18,4,106
18,5,110
18,6,104
18,7,100
18,8,100
18,9,96.6
18,10,90.4
18,11,99.5
18,12,108
18,13,103
18,14,103
18,15,101
18,16,96.1
18,17,96.2
18,18,94.7
18,19,102
18,20,108
18,21,110
18,22,103
