len(N),E,ns
8,-9,43.0
8,-8,52.5
8,-7,49.7
8,-6,49.0
8,-5,48.0
8,-4,55.7
8,-3,46.8
8,-2,47.6
8,-1,49.5
8,0,50.8
8,1,42.9
8,2,43.6
8,3,43.3
8,4,54.3
8,5,42.8
8,6,43.3
8,7,43.0
8,8,52.0
8,9,42.8
8,10,43.5
8,11,43.0
8,12,62.6
8,13,46.9
8,14,45.5
8,15,44.7
8,16,52.9
8,17,45.2
8,18,44.8
8,19,44.6
8,20,53.4
8,21,44.9
8,22,44.6
9,-22,46.2
9,-21,56.9
9,-20,45.3
9,-19,46.1
9,-18,46.3
9,-17,51.9
9,-16,44.8
9,-15,45.7
9,-14,44.3
9,-13,55.1
9,-12,43.2
9,-11,44.3
9,-10,44.4
9,-9,58.9
9,-8,48.9
9,-7,49.9
9,-6,49.7
9,-5,58.8
9,-4,49.7
9,-3,50.5
9,-2,49.5
9,-1,58.4
9,0,43.9
9,1,44.2
9,2,45.3
9,3,58.1
9,4,44.1
9,5,44.2
9,6,45.2
9,7,56.6
9,8,43.9
9,9,44.6
9,10,46.5
9,11,62.7
9,12,45.7
9,13,46.8
9,14,46.4
9,15,56.9
9,16,45.1
9,17,46.1
9,18,46.2
9,19,57.6
9,20,45.1
9,21,46.3
9,22,46.3
10,-22,57.0
10,-21,54.0
10,-20,50.8
10,-19,51.6
10,-18,56.9
10,-17,53.7
10,-16,50.5
10,-15,49.7
10,-14,58.1
10,-13,53.0
10,-12,48.4
10,-11,49.4
10,-10,60.3
10,-9,56.9
10,-8,54.0
10,-7,55.2
10,-6,60.4
10,-5,57.6
10,-4,54.3
10,-3,56.2
10,-2,62.2
10,-1,57.7
10,0,49.4
10,1,50.3
10,2,58.7
10,3,52.8
10,4,49.4
10,5,50.3
10,6,56.1
10,7,53.2
10,8,49.6
10,9,59.5
10,10,62.3
10,11,53.9
10,12,51.0
10,13,51.8
10,14,60.3
10,15,54.0
10,16,51.3
10,17,51.6
10,18,58.8
10,19,54.2
10,20,51.0
10,21,52.4
10,22,56.1
11,-22,50.9
11,-21,50.0
11,-20,46.1
11,-19,53.8
11,-18,50.7
11,-17,49.5
11,-16,44.1
11,-15,56.1
11,-14,48.9
11,-13,48.3
11,-12,44.4
11,-11,57.2
11,-10,53.2
11,-9,52.8
11,-8,48.9
11,-7,59.9
11,-6,53.2
11,-5,53.2
11,-4,49.3
11,-3,57.6
11,-2,53.0
11,-1,58.6
11,0,44.2
11,1,57.2
11,2,49.1
11,3,48.3
11,4,44.6
11,5,55.9
11,6,49.0
11,7,48.3
11,8,53.1
11,9,54.8
11,10,49.5
11,11,50.0
11,12,46.0
11,13,57.9
11,14,50.5
11,15,50.0
11,16,45.9
11,17,58.8
11,18,50.9
11,19,50.1
11,20,46.1
11,21,52.1
11,22,50.5
12,-22,50.7
12,-21,50.0
12,-20,52.6
12,-19,49.9
12,-18,50.1
12,-17,48.2
12,-16,55.0
12,-15,47.6
12,-14,48.9
12,-13,48.3
12,-12,55.8
12,-11,52.4
12,-10,53.6
12,-9,52.6
12,-8,59.3
12,-7,53.5
12,-6,54.4
12,-5,53.7
12,-4,57.0
12,-3,53.0
12,-2,53.9
12,-1,53.3
12,0,56.8
12,1,47.9
12,2,48.8
12,3,48.4
12,4,55.7
12,5,47.9
12,6,55.7
12,7,53.7
12,8,52.7
12,9,48.1
12,10,50.8
12,11,50.5
12,12,57.2
12,13,50.3
12,14,50.4
12,15,50.2
12,16,58.1
12,17,50.2
12,18,50.6
12,19,50.5
12,20,50.9
12,21,50.3
12,22,50.5
13,-22,52.5
13,-21,57.3
13,-20,50.5
13,-19,51.4
13,-18,50.4
13,-17,59.4
13,-16,48.8
13,-15,50.0
13,-14,50.6
13,-13,60.7
13,-12,53.8
13,-11,54.5
13,-10,55.0
13,-9,62.7
13,-8,55.6
13,-7,53.8
13,-6,56.7
13,-5,61.4
13,-4,54.0
13,-3,56.4
13,-2,54.8
13,-1,66.0
13,0,48.8
13,1,49.3
13,2,50.3
13,3,59.9
13,4,49.1
13,5,57.6
13,6,52.5
13,7,56.8
13,8,48.9
13,9,52.6
13,10,53.4
13,11,61.1
13,12,50.8
13,13,51.6
13,14,52.5
13,15,62.1
13,16,50.9
13,17,51.8
13,18,52.6
13,19,56.3
13,20,51.0
13,21,52.3
13,22,52.4
14,-22,57.6
14,-21,54.4
14,-20,51.1
14,-19,49.3
14,-18,60.1
14,-17,53.1
14,-16,48.8
14,-15,49.6
14,-14,60.5
14,-13,58.0
14,-12,53.3
14,-11,54.9
14,-10,63.2
14,-9,57.1
14,-8,52.9
14,-7,54.9
14,-6,61.5
14,-5,57.3
14,-4,53.4
14,-3,54.5
14,-2,65.1
14,-1,58.7
14,0,49.4
14,1,50.3
14,2,59.8
14,3,56.5
14,4,54.7
14,5,51.3
14,6,56.7
14,7,52.7
14,8,51.3
14,9,51.6
14,10,61.5
14,11,54.7
14,12,51.1
14,13,51.9
14,14,61.8
14,15,54.3
14,16,51.2
14,17,52.0
14,18,56.1
14,19,54.3
14,20,51.2
14,21,51.9
14,22,60.2
15,-22,56.0
15,-21,55.0
15,-20,50.9
15,-19,60.7
15,-18,53.8
15,-17,54.1
15,-16,50.3
15,-15,61.2
15,-14,60.4
15,-13,56.8
15,-12,53.7
15,-11,63.7
15,-10,57.6
15,-9,59.0
15,-8,54.3
15,-7,63.9
15,-6,57.9
15,-5,58.5
15,-4,55.5
15,-3,65.4
15,-2,58.8
15,-1,58.6
15,0,49.6
15,1,60.0
15,2,60.3
15,3,55.6
15,4,50.1
15,5,57.2
15,6,53.6
15,7,55.4
15,8,52.5
15,9,62.8
