len(N),E,ns
9,14,116
9,15,118
9,16,117
9,17,115
9,18,119
9,19,117
9,20,115
9,21,118
9,22,116
10,-22,105
10,-21,106
10,-20,105
10,-19,105
10,-18,105
10,-17,106
10,-16,105
10,-15,105
10,-14,106
10,-13,113
10,-12,112
10,-11,111
10,-10,112
10,-9,109
10,-8,110
10,-7,110
10,-6,112
10,-5,112
10,-4,111
10,-3,107
10,-2,108
10,-1,108
10,0,58.1
10,1,60.9
10,2,62.8
10,3,64.6
10,4,66.9
10,5,69.3
10,6,77.5
10,7,126
10,8,138
10,9,138
10,10,121
10,11,117
10,12,117
10,13,117
10,14,116
10,15,116
10,16,118
10,17,117
10,18,118
10,19,117
10,20,116
10,21,118
10,22,117
11,-22,99.3
11,-21,100
11,-20,99.1
11,-19,98.4
11,-18,100
11,-17,99.0
11,-16,98.8
11,-15,101
11,-14,103
11,-13,103
11,-12,105
11,-11,104
11,-10,102
11,-9,106
11,-8,106
11,-7,105
11,-6,107
11,-5,106
11,-4,102
11,-3,104
11,-2,101
11,-1,101
11,0,54.5
11,1,56.9
11,2,58.6
11,3,60.1
11,4,67.7
11,5,69.2
11,6,114
11,7,123
11,8,119
11,9,110
11,10,110
11,11,110
11,12,108
11,13,111
11,14,110
11,15,108
11,16,111
11,17,109
11,18,109
11,19,111
11,20,110
11,21,108
11,22,111
12,-22,96.8
12,-21,95.6
12,-20,95.3
12,-19,96.9
12,-18,95.8
12,-17,97.2
12,-16,96.8
12,-15,101
12,-14,99.2
12,-13,105
12,-12,101
12,-11,98.4
12,-10,102
12,-9,100
12,-8,102
12,-7,104
12,-6,104
12,-5,98.4
12,-4,101
12,-3,98.4
12,-2,96.5
12,-1,103
12,0,54.8
12,1,57.0
12,2,59.0
12,3,60.7
12,4,67.5
12,5,107
12,6,118
12,7,110
12,8,106
12,9,108
12,10,107
12,11,106
12,12,108
12,13,107
12,14,106
12,15,107
12,16,106
12,17,105
12,18,108
12,19,106
12,20,105
12,21,108
12,22,107
13,-22,94.7
13,-21,94.3
13,-20,96.4
13,-19,95.3
13,-18,94.3
13,-17,96.1
13,-16,100
13,-15,98.7
13,-14,100
13,-13,98.5
13,-12,98.1
13,-11,101
13,-10,102
13,-9,102
13,-8,102
13,-7,100
13,-6,96.7
13,-5,99.6
13,-4,96.8
13,-3,95.1
13,-2,99.7
13,-1,101
13,0,56.5
13,1,59.2
13,2,60.7
13,3,67.5
13,4,103
13,5,113
13,6,108
13,7,104
13,8,106
13,9,104
13,10,104
13,11,106
13,12,105
13,13,104
13,14,106
13,15,105
13,16,104
13,17,106
13,18,105
13,19,105
13,20,106
13,21,105
13,22,104
14,-22,90.9
14,-21,92.6
14,-20,91.8
14,-19,91.1
14,-18,92.8
14,-17,94.8
14,-16,95.1
14,-15,95.2
14,-14,97.2
14,-13,94.4
14,-12,95.7
14,-11,93.9
14,-10,95.9
14,-9,97.4
14,-8,97.7
14,-7,93.4
14,-6,95.8
14,-5,93.2
14,-4,91.9
14,-3,95.9
14,-2,95.9
14,-1,95.4
14,0,56.7
14,1,59.3
14,2,65.5
14,3,99.9
14,4,103
14,5,105
14,6,102
14,7,102
14,8,102
14,9,101
14,10,103
14,11,101
14,12,101
14,13,103
14,14,102
14,15,101
14,16,103
14,17,101
14,18,101
14,19,103
14,20,102
14,21,102
14,22,104
15,-22,90.7
15,-21,89.5
15,-20,88.4
15,-19,90.2
15,-18,93.0
15,-17,92.2
15,-16,93.7
15,-15,91.8
15,-14,90.2
15,-13,95.5
15,-12,94.5
15,-11,94.1
15,-10,96.1
15,-9,96.1
15,-8,91.4
15,-7,93.8
15,-6,91.6
15,-5,89.9
15,-4,93.9
15,-3,93.5
15,-2,93.3
15,-1,98.2
15,0,58.1
15,1,65.1
15,2,98.2
15,3,101
15,4,103
15,5,98.7
15,6,99.6
15,7,99.2
15,8,98.3
15,9,100
15,10,99.3
15,11,98.0
15,12,101
15,13,99.2
15,14,98.3
15,15,100
15,16,99.3
15,17,98.3
15,18,101
15,19,99.1
15,20,99.5
15,21,101
15,22,99.4
16,-22,86.9
16,-21,88.0
16,-20,88.6
16,-19,88.8
16,-18,89.4
16,-17,91.6
16,-16,90.9
16,-15,90.2
16,-14,92.5
16,-13,90.2
16,-12,93.4
16,-11,94.8
16,-10,93.0
16,-9,89.8
16,-8,91.7
16,-7,90.1
16,-6,87.3
16,-5,92.1
16,-4,91.5
16,-3,90.5
16,-2,97.3
16,-1,98.5
16,0,62.9
16,1,92.9
16,2,98.7
16,3,98.8
16,4,96.3
16,5,98.0
16,6,96.0
16,7,96.3
16,8,98.0
16,9,97.0
16,10,96.2
16,11,98.4
16,12,96.6
16,13,96.2
16,14,98.7
16,15,96.5
16,16,96.2
16,17,98.5
16,18,97.1
