len(N),E,ns
9,-19,85.2
9,-18,83.8
9,-17,82.7
9,-16,85.5
9,-15,84.1
9,-14,82.6
9,-13,85.6
9,-12,86.0
9,-11,84.8
9,-10,88.0
9,-9,85.9
9,-8,85.2
9,-7,87.9
9,-6,86.8
9,-5,85.8
9,-4,88.2
9,-3,88.3
9,-2,83.4
9,-1,88.4
9,0,34.1
9,1,35.2
9,2,36.9
9,3,38.7
9,4,41.0
9,5,43.1
9,6,45.9
9,7,54.9
9,8,108
9,9,114
9,10,119
9,11,104
9,12,96.5
9,13,93.6
9,14,91.9
9,15,94.3
9,16,93.1
9,17,92.4
9,18,94.6
9,19,92.9
9,20,91.4
9,21,94.6
9,22,93.2
10,-22,83.7
10,-21,85.8
10,-20,84.1
10,-19,84.2
10,-18,83.9
10,-17,84.6
10,-16,84.4
10,-15,83.7
10,-14,85.3
10,-13,91.0
10,-12,86.8
10,-11,87.6
10,-10,86.4
10,-9,87.0
10,-8,87.4
10,-7,86.5
10,-6,86.1
10,-5,87.8
10,-4,86.9
10,-3,83.8
10,-2,85.0
10,-1,86.4
10,0,39.5
10,1,40.3
10,2,43.1
10,3,44.9
10,4,48.1
10,5,50.7
10,6,59.8
10,7,103
10,8,111
10,9,113
10,10,98.3
10,11,95.9
10,12,94.6
10,13,94.3
10,14,94.2
10,15,94.0
10,16,93.3
10,17,94.0
10,18,93.8
10,19,93.8
10,20,93.7
10,21,93.9
10,22,93.2
11,-22,79.1
11,-21,81.0
11,-20,79.6
11,-19,78.0
11,-18,81.3
11,-17,79.5
11,-16,78.5
11,-15,81.4
11,-14,82.2
11,-13,80.3
11,-12,82.5
11,-11,81.4
11,-10,81.0
11,-9,83.3
11,-8,82.8
11,-7,80.2
11,-6,85.5
11,-5,82.1
11,-4,78.3
11,-3,82.2
11,-2,80.0
11,-1,80.8
11,0,34.9
11,1,35.9
11,2,37.7
11,3,40.9
11,4,43.3
11,5,51.4
11,6,94.8
11,7,101
11,8,99.8
11,9,90.1
11,10,91.9
11,11,88.5
11,12,87.3
11,13,90.0
11,14,89.0
11,15,88.7
11,16,90.2
11,17,88.8
11,18,87.4
11,19,91.0
11,20,89.0
11,21,88.2
11,22,91.3
12,-22,77.9
12,-21,77.0
12,-20,75.4
12,-19,78.3
12,-18,77.4
12,-17,75.5
12,-16,78.6
12,-15,78.8
12,-14,78.6
12,-13,79.7
12,-12,78.3
12,-11,76.2
12,-10,80.7
12,-9,78.9
12,-8,77.9
12,-7,80.1
12,-6,79.0
12,-5,75.8
12,-4,88.1
12,-3,76.9
12,-2,76.3
12,-1,80.7
12,0,34.9
12,1,36.0
12,2,38.0
12,3,40.7
12,4,48.8
12,5,88.2
12,6,97.5
12,7,91.1
12,8,86.0
12,9,87.5
12,10,85.8
12,11,84.8
12,12,87.7
12,13,85.8
12,14,84.4
12,15,87.0
12,16,86.2
12,17,84.2
12,18,87.4
12,19,86.2
12,20,84.8
12,21,88.3
12,22,86.6
13,-22,73.4
13,-21,72.2
13,-20,74.9
13,-19,73.4
13,-18,72.5
13,-17,75.1
13,-16,76.0
13,-15,73.5
13,-14,75.6
13,-13,74.8
13,-12,74.7
13,-11,77.8
13,-10,76.4
13,-9,75.2
13,-8,77.0
13,-7,77.0
13,-6,73.0
13,-5,76.0
13,-4,74.3
13,-3,72.9
13,-2,76.0
13,-1,76.3
13,0,34.7
13,1,36.3
13,2,38.1
13,3,46.1
13,4,83.2
13,5,93.2
13,6,89.8
13,7,83.4
13,8,86.2
13,9,82.6
13,10,81.8
13,11,84.2
13,12,83.4
13,13,82.1
13,14,85.0
13,15,84.1
13,16,81.9
13,17,85.3
13,18,83.1
13,19,82.1
13,20,85.0
13,21,83.6
13,22,82.0
14,-22,69.8
14,-21,72.8
14,-20,70.9
14,-19,70.1
14,-18,72.3
14,-17,72.9
14,-16,71.9
14,-15,74.8
14,-14,72.3
14,-13,71.5
14,-12,74.3
14,-11,74.4
14,-10,70.8
14,-9,75.5
14,-8,74.1
14,-7,69.9
14,-6,72.9
14,-5,71.2
14,-4,70.1
14,-3,72.9
14,-2,71.6
14,-1,72.0
14,0,34.7
14,1,36.4
14,2,43.5
14,3,80.5
14,4,85.9
14,5,86.4
14,6,80.8
14,7,82.0
14,8,81.2
14,9,79.1
14,10,82.1
14,11,80.2
14,12,79.4
14,13,81.9
14,14,82.3
14,15,79.2
14,16,82.0
14,17,81.0
14,18,79.4
14,19,82.2
14,20,80.9
14,21,79.5
14,22,82.2
15,-22,70.4
15,-21,68.8
15,-20,67.4
15,-19,70.3
15,-18,71.1
15,-17,69.4
15,-16,71.7
15,-15,70.1
15,-14,69.4
15,-13,72.7
15,-12,71.2
15,-11,69.9
15,-10,73.0
15,-9,70.8
15,-8,67.7
15,-7,71.2
15,-6,69.5
15,-5,68.2
15,-4,70.9
15,-3,69.8
15,-2,68.6
15,-1,76.0
15,0,35.9
15,1,42.6
15,2,81.1
15,3,84.0
15,4,83.5
15,5,79.2
15,6,80.4
15,7,79.1
15,8,77.6
15,9,79.8
15,10,78.5
15,11,77.5
15,12,80.6
15,13,79.2
15,14,78.3
15,15,80.6
15,16,79.2
15,17,78.5
15,18,80.7
15,19,78.9
15,20,78.1
15,21,80.8
15,22,84.4
16,-22,66.2
16,-21,65.5
16,-20,68.7
16,-19,67.4
16,-18,67.5
16,-17,69.6
16,-16,68.5
16,-15,67.8
16,-14,70.3
16,-13,68.6
16,-12,67.2
16,-11,72.6
16,-10,68.7
16,-9,65.6
16,-8,68.6
16,-7,67.8
16,-6,65.6
16,-5,69.4
16,-4,67.8
16,-3,66.5
16,-2,75.8
16,-1,77.2
16,0,41.3
16,1,77.6
16,2,80.4
16,3,80.0
16,4,76.6
16,5,79.2
16,6,76.4
16,7,75.8
16,8,78.2
16,9,76.7
16,10,76.5
16,11,78.3
16,12,76.8
16,13,75.9
16,14,78.8
16,15,76.9
16,16,75.8
16,17,78.7
16,18,77.2
16,19,75.6
16,20,78.9
16,21,77.0
16,22,76.0
17,-22,69.2
17,-21,70.6
17,-20,70.0
17,-19,71.2
17,-18,72.2
17,-17,71.4
17,-16,70.9
17,-15,73.3
17,-14,72.9
17,-13,71.6
17,-12,73.6
17,-11,71.3
17,-10,71.8
17,-9,71.4
17,-8,70.0
17,-7,69.4
17,-6,71.5
17,-5,70.6
17,-4,70.7
17,-3,77.0
17,-2,76.0
17,-1,54.9
17,0,79.9
17,1,83.8
17,2,83.1
17,3,79.6
17,4,80.3
17,5,78.5
17,6,91.7
17,7,80.6
17,8,78.9
17,9,78.8
17,10,80.2
17,11,78.9
17,12,78.5
17,13,80.2
