len(N),E,ns
14,-16,45.4
14,-15,46.3
14,-14,55.4
14,-13,53.4
14,-12,48.4
14,-11,50.2
14,-10,57.9
14,-9,53.3
14,-8,49.7
14,-7,51.4
14,-6,57.9
14,-5,53.8
14,-4,48.1
14,-3,51.6
14,-2,59.7
14,-1,55.0
14,0,44.3
14,1,45.4
14,2,54.4
14,3,51.9
14,4,49.3
14,5,46.4
14,6,50.8
14,7,48.3
14,8,47.4
14,9,48.3
14,10,57.0
14,11,51.0
14,12,47.7
14,13,48.5
14,14,57.5
14,15,51.0
14,16,47.3
14,17,55.1
14,18,52.3
14,19,51.0
14,20,47.4
14,21,48.5
14,22,55.6
15,-22,50.7
15,-21,51.4
15,-20,45.2
15,-19,55.3
15,-18,48.7
15,-17,49.4
15,-16,45.5
15,-15,55.6
15,-14,54.1
15,-13,52.9
15,-12,49.9
15,-11,59.3
15,-10,53.7
15,-9,54.8
15,-8,51.2
15,-7,57.8
15,-6,54.2
15,-5,52.5
15,-4,50.3
15,-3,60.4
15,-2,54.3
15,-1,55.9
15,0,44.9
15,1,55.2
15,2,54.3
15,3,50.9
15,4,45.2
15,5,52.2
15,6,48.1
15,7,52.2
15,8,47.9
15,9,58.1
15,10,51.4
15,11,51.8
15,12,48.3
15,13,57.8
15,14,51.2
15,15,51.9
15,16,47.9
15,17,53.4
15,18,51.3
15,19,52.1
15,20,47.9
15,21,56.4
15,22,51.6
16,-22,50.9
16,-21,49.3
16,-20,54.5
16,-19,49.0
16,-18,49.1
16,-17,49.9
16,-16,54.8
16,-15,55.2
16,-14,54.1
16,-13,55.1
16,-12,58.6
16,-11,55.1
16,-10,54.5
16,-9,56.2
16,-8,58.5
16,-7,55.6
16,-6,53.2
16,-5,56.2
16,-4,60.2
16,-3,55.4
16,-2,55.7
16,-1,54.5
16,0,54.4
16,1,52.8
16,2,49.3
16,3,48.9
16,4,50.9
16,5,49.3
16,6,52.6
16,7,52.1
16,8,57.3
16,9,52.6
16,10,52.8
16,11,52.3
16,12,58.3
16,13,52.6
16,14,52.9
16,15,52.3
16,16,52.5
16,17,52.8
16,18,52.7
16,19,52.1
16,20,55.8
16,21,52.9
16,22,52.8
17,-22,55.2
17,-21,59.6
17,-20,54.5
17,-19,55.0
17,-18,55.1
17,-17,57.2
17,-16,60.5
17,-15,59.8
17,-14,59.0
17,-13,62.2
17,-12,61.4
17,-11,59.6
17,-10,61.3
17,-9,64.9
17,-8,61.1
17,-7,58.6
17,-6,60.8
17,-5,63.4
17,-4,61.3
17,-3,61.4
17,-2,59.9
17,-1,57.6
17,0,56.7
17,1,54.9
17,2,54.2
17,3,59.9
17,4,54.6
17,5,57.3
17,6,58.3
17,7,62.1
17,8,57.5
17,9,57.9
17,10,57.9
17,11,60.0
17,12,57.8
17,13,58.1
17,14,57.4
17,15,61.6
17,16,58.2
17,17,57.9
17,18,57.6
17,19,63.0
17,20,57.9
17,21,57.9
17,22,58.1
18,-22,59.1
18,-21,54.5
18,-20,55.2
18,-19,55.1
18,-18,57.2
18,-17,60.7
18,-16,60.8
18,-15,60.9
18,-14,60.7
18,-13,60.7
18,-12,60.5
18,-11,60.2
18,-10,64.8
18,-9,61.3
18,-8,59.1
18,-7,61.6
18,-6,62.6
18,-5,60.7
18,-4,60.2
18,-3,59.4
18,-2,57.4
18,-1,56.7
18,0,54.8
18,1,54.2
18,2,60.4
18,3,54.8
18,4,57.6
18,5,58.2
18,6,62.3
18,7,57.5
18,8,58.3
18,9,57.9
18,10,60.5
18,11,58.4
18,12,58.4
18,13,57.7
18,14,61.8
18,15,58.2
18,16,57.8
18,17,57.8
18,18,63.2
18,19,58.0
18,20,57.7
18,21,58.2
18,22,61.4
