len(N),E,ns
12,10,65.6
12,11,65.1
12,12,67.2
12,13,66.0
12,14,64.9
12,15,67.5
12,16,65.9
12,17,65.0
12,18,67.0
12,19,66.3
12,20,65.2
12,21,67.2
12,22,65.9
13,-22,64.8
13,-21,67.5
13,-20,66.5
13,-19,65.6
13,-18,62.3
13,-17,64.4
13,-16,63.2
13,-15,63.2
13,-14,64.4
13,-13,63.3
13,-12,68.0
13,-11,71.2
13,-10,68.3
13,-9,67.8
13,-8,70.8
13,-7,68.4
13,-6,69.4
13,-5,70.2
13,-4,69.5
13,-3,68.3
13,-2,72.4
13,-1,70.2
13,0,30.0
13,1,32.5
13,2,33.9
13,3,40.6
13,4,59.6
13,5,68.9
13,6,69.7
13,7,63.7
13,8,64.7
13,9,66.2
13,10,65.8
13,11,67.5
13,12,66.2
13,13,66.0
13,14,68.1
13,15,66.5
13,16,65.7
13,17,68.2
13,18,66.5
13,19,65.8
13,20,68.3
13,21,66.9
13,22,65.7
14,-22,63.4
14,-21,63.1
14,-20,62.3
14,-19,59.7
14,-18,61.8
14,-17,60.5
14,-16,60.1
14,-15,62.1
14,-14,61.0
14,-13,65.3
14,-12,68.1
14,-11,66.8
14,-10,66.6
14,-9,67.6
14,-8,66.5
14,-7,64.9
14,-6,66.9
14,-5,66.4
14,-4,66.0
14,-3,69.1
14,-2,67.6
14,-1,67.7
14,0,29.6
14,1,32.0
14,2,37.2
14,3,62.4
14,4,67.3
14,5,68.7
14,6,61.1
14,7,61.7
14,8,64.1
14,9,63.1
14,10,65.2
14,11,64.0
14,12,63.1
14,13,65.5
14,14,64.8
14,15,63.2
14,16,65.5
14,17,64.2
14,18,63.4
14,19,66.5
14,20,64.4
14,21,64.0
14,22,65.7
15,-22,66.0
15,-21,64.9
15,-20,61.2
15,-19,63.7
15,-18,62.8
15,-17,61.7
15,-16,63.7
15,-15,62.8
15,-14,67.3
15,-13,70.5
15,-12,67.9
15,-11,68.3
15,-10,70.5
15,-9,69.8
15,-8,68.4
