len(N),E,ns
11,14,91.1
11,15,90.4
11,16,92.8
11,17,91.2
11,18,90.0
11,19,93.1
11,20,91.4
11,21,90.6
11,22,93.6
12,-22,77.7
12,-21,76.1
12,-20,74.9
12,-19,77.7
12,-18,77.1
12,-17,76.4
12,-16,78.1
12,-15,78.1
12,-14,77.0
12,-13,83.5
12,-12,80.1
12,-11,78.3
12,-10,82.3
12,-9,80.4
12,-8,79.6
12,-7,82.8
12,-6,79.6
12,-5,80.0
12,-4,82.2
12,-3,80.2
12,-2,79.9
12,-1,86.8
12,0,32.7
12,1,40.4
12,2,42.3
12,3,44.8
12,4,52.5
12,5,92.5
12,6,99.0
12,7,93.5
12,8,88.5
12,9,90.8
12,10,88.2
12,11,86.9
12,12,89.7
12,13,88.1
12,14,87.0
12,15,89.7
12,16,88.5
12,17,86.9
12,18,90.1
12,19,88.4
12,20,87.0
12,21,90.5
12,22,89.1
13,-22,74.5
13,-21,73.2
13,-20,76.3
13,-19,74.5
13,-18,73.4
13,-17,76.1
13,-16,78.0
13,-15,76.0
13,-14,77.9
13,-13,76.0
13,-12,76.7
13,-11,79.4
13,-10,77.7
13,-9,76.2
13,-8,80.2
13,-7,78.3
13,-6,78.1
13,-5,79.9
13,-4,78.2
13,-3,77.4
13,-2,80.3
13,-1,80.5
13,0,33.0
13,1,40.3
13,2,42.8
13,3,51.3
13,4,88.5
13,5,129
13,6,91.3
13,7,86.0
13,8,87.9
13,9,85.1
13,10,84.2
13,11,88.9
13,12,85.9
13,13,84.2
13,14,87.3
13,15,85.6
13,16,84.6
13,17,87.3
13,18,85.9
13,19,85.1
13,20,87.2
13,21,85.8
13,22,84.2
14,-22,70.9
14,-21,73.5
14,-20,71.8
14,-19,70.7
14,-18,73.4
14,-17,80.0
14,-16,71.7
14,-15,75.5
14,-14,73.9
14,-13,72.5
14,-12,77.3
14,-11,74.5
14,-10,73.7
14,-9,76.1
14,-8,74.1
14,-7,76.0
14,-6,78.4
14,-5,74.6
14,-4,73.4
14,-3,78.5
14,-2,75.2
14,-1,77.7
14,0,32.2
14,1,40.3
14,2,48.4
14,3,96.4
14,4,133
14,5,147
14,6,83.5
14,7,83.9
14,8,83.0
14,9,81.6
14,10,84.4
14,11,82.5
14,12,82.0
14,13,84.1
14,14,82.5
14,15,82.0
14,16,84.6
14,17,82.9
